Vocab Word|Page|Type of Plural|Arabic|Plural|Alt. Plural|Fem. Sing.|Fem. Plural|Part of Speech|Verb Type
hairbrush|147||فُرْشاية شَعَر|فَراشِي شَعَر||||n|
hairdo|147||تَسْرِيحة شَعَر|||||n|
hairstyle|147||تَسْرِيحة شَعَر|||||n|
hairdryer|147||سِشْوار|سِشْوارات||||n|
blow dryer|147||سِشْوار|سِشْوارات||||n|
hairpin|147||دَبُّوس|دَبابِيس||||n|
hairpin|147||بُكْلة|بُكَل||||n|
bobby pin|147||دَبُّوس|دَبابِيس||||n|
bobby pin|147||بُكْلة|بُكَل||||n|
hairspray|147||سْبْرَي شَعَر|||||n|
hat|147||طاقِيّة|طَواقِي||||n|
cap|147||طاقِيّة|طَواقِي||||n|
head covering|147||إشار|إشارات||||n|
heavy duty work boots or shoes|147||بُسْطار|بَشاطِير||||n|
hejaab (traditional head covering)|147||حِجاب|||||n|
high-heeled shoes|147||كُنْدَرة كَعِب طَوِيل|كِنادِر كَعِب طَوِيل||||n|
heels|||كُنْدَرة كَعِب طَوِيل|كِنادِر كَعِب طَوِيل||||n|
jumper (clothing)|147||مَرْيَلة|مَرْيَلات||||n|
leather|148||جِلْد|جُلُود||||n|
lipstick|148||حُومْرة|||||n|
long-sleeved shirt|148||بْلُوزة كُم|بَلايِز كُم||||n|
shoe (low heeled)|148||كُنْدَرة كَعِب قَصِير|كَنادِر كَعِب قَصِير||||n|
makeup|148||مِكْياج|||||n|
mascara|148||مِسكارا|مِسْكارات||||n|
shoe (men's)|148||كُنْدَرة رِجّالِي|كَنادِر رِجّالِي||||n|
scarf (men's traditional)|148||كُوفِيّة|كُوفِيّات||||n|
scarf (men's traditional)|148||شْماغ|شْماغات||||n|
scarf (men's traditional)|148||حَطّة|حَطّات||||n|
nail clipper|148||مَقَصْ أظافِر|مَقَصّات أظافِر||||n|
nail file|148||مَبْرَد أظافِر|مَبارِد أظافِر||||n|
emery board|148||مَبْرَد أظافِر|مَبارِد أظافِر||||n|
nail polish|148||مَناكِير|||||n|
nail polish remover|148||أسْتُون|||||n|
necklace|148||سِنْسال|سَناسِيل||||n|
needle|148||إبْرة|إبَر||||n|
nightgown|148||قَمِيص نُوم|قُمْصان نُوم||||n|
overalls|148||أفَرْهُول|أفَرْهُولات||||n|
pajamas|148||بَجامة|بَجامات||||n|
pants|148||بَنْطَلُون|بَناطِيل|بَنْطَلُونات|||n|
jeans|148||جِينْز|جِينْزات||||n|
pantyhose|148||فِيزُون|فِيزُونات||||n|
perfume|148||عُطُر|عُطُور||||n|
cologne|||عُطُر|عُطُور||||n|
pocket|148||جِيبة|جِيَب||||n|
powder|148||بُودْرة|||||n|
puff jacket|148||جاكِيت نَفِخ|جاكِيتات نَفِخ||||n|
down jacket|148||جاكِيت نَفِخ|جاكِيتات نَفِخ||||n|
winter jacket|148||جاكِيت نَفِخ|جاكِيتات نَفِخ||||n|
coat|||جاكِيت نَفِخ|جاكِيتات نَفِخ||||n|
purse|148||دُزْدان|دَزادِين||||n|
razor|148||شَفْرة حْلاقة|شَفْرات حْلاقة||||n|
blade|||شَفْرة|شَفْرات||||n|
ring|148||خاتِم|خَواتِم||||n|
robe|148||رُوب|||||n|
sandal|148||صَنْدَل|صَنادِل||||n|
scarf  |149||لَفْحة|لَفْحات||||n|
shaving brush|149||فُرْشاية حْلاقة|فِراشِي حْلاقة||||n|
shaving cream|149||مَعْجُون حْلاقة|||||n|
shawl|149||شال|شالات||||n|
shirt|149||قَمِيص|قُمْصان||||n|
shoe|149||كُنْدَرة|كَنادِر||||n|
shoe brush|149||فُرْشاية كَنادِر|فَراشِي كِنادِر||||n|
shoe size|149||نُمْرة|نُمَر||||n|
shoelaces|149||رَبّاط كُنْدَرة|||||n|
shorts|149||شُورْت|شُورْتات||||n|
silk|149||حَرِير|||||n|
skirt|149||تَنُّورة|تَنانِير||||n|
sleeve|149||كُم|أكْمام||||n|
slippers|149||بابُوج|بَوابِيج||||n|
slippers|149||شِبْشِب|شَباشِب||||n|
slippers|149||حَفّاية|حَفّايات||||n|
soap|149||صابُونة|صابُون||||n|
socks|149||جُرْبان|جَرابِين||||n|
socks|149||كَلْسة|كَلْسات||||n|
sports shoes|149||بُوط رِياضة|أبْواط رِياضة||||n|
tennis shoes|149||بُوط رِياضة|أبْواط رِياضة||||n|
sports wear|149||بَدِي|بَدِيات||||n|
tight shirt|149||بَدِي|بَدِيات||||n|
exercise clothes|149||بَدِي|بَدِيات||||n|
suit |149||أواعِي صَيفِيّة|||||n|
clothes (summer)|149||واقِي شَمْس|||||n|
sweatshirt|149||بْلُوزة|بَلايِز||||n|
long-sleeved shirt|||بْلُوزة|بَلايِز||||n|
swimsuit (women's)|149||مايُوه|مايُوهات||||n|
tank-top|149||بْرُوتِيل|بْرُوتِيلات||||n|
thread|149||خِيط|خُيُوط||||n|
tie|149||قْرافة|قْرافات||||n|
tie|149||قَرَفَطّة|قَرَفَطّات||||n|
necktie|149||قْرافة|قْرافات||||n|
necktie|149||قَرَفَطّة|قَرَفَطّات||||n|
toothbrush|150||فُرْشاية أسْنان|فَراشِي أسْنان||||n|
toothpaste|150||مَعْجُون أسْنان|||||n|
t-shirt|150||بْلُوزة نُص كُم|بَلايِز نُص كُم||||n|
t-shirt|150||تِيشِرت|تِيشِرتات||||n|
umbrella|150||شَمْسِيّة|شَمْسِيّات||||n|
undershirt|150||شَلْحة|شَلْحات||||n|
undershirt|150||فانِيلا|فانِيلّات||||n|
underwear|150||كَلْسُون|كَلاسِين||||n|
uniform|150||زِيْ|||||n|
clothes, used|150||أواعِي بالة|||||n|
veil (covers face)|150||خِيمار|||||n|
wallet|150||مَحْفَظة|مَحافِظ||||n|
clothes, winter|150||أواعِي شَتَوِي|||||n|
shoes, winter|150||كُنْدَرة شَتَوِي|||||n|
shoes, womens|150||كُنْدَرة سِتّاتِي|||||n|
wool|150||صُوف|||||n|
zipper|150||سَحّاب|سَحّابات||||n|
tools|151|||أدوات||||n|
kitchen|151||مَطْبَخ|||||n|
basket|152||سَلّة|أسْلال||||n|
blender|152||خَلّات|خَلّاطات||||n|
blender|152||مُولِينِكْس|||||n|
bottle|152||قَنِّينة|قَنانِي||||n|
bottle|152||قَزازة|قَزايِز||||n|
bowl|152||بُولة|بُولات||||n|
bowl|152||زِبْدِيّة|||||n|
box|152||صَنْدُوق|صَنادِيق||||n|
bucket|152||سَطِل|سْطُول||||n|
pail|152||سَطِل|سْطُول||||n|
butcher's knife|152||ساطُور|سَواطِير||||n|
cleaver|152||ساطُور|سَواطِير||||n|
can|152||عِلْبة|عِلَب||||n|
container|152||عِلْبة|عِلَب||||n|
can opener|152||مَفْتُوح عِلَب|مَفاتِيح عِلَب||||n|
cardboard box|152||كَرْتُونة|كَراتِين||||n|
carton|152||كَرْتُونة|كَراتِين||||n|
clay pot|152||قِدِر|قُدُور||||n|
clay water jug|152||زِير|||||n|
coffe cup|152||فِنْجان قَهْوة|فَناجِين قَهْوة||||n|
corer|152||حَفّارة|حَفّارات||||n|
cutting board|152||مَفْرَمة|مَفارِم||||n|
cutting board|152||قَطّاعة|قَطّاعات||||n|
dish drainer|152||سَلّة جَلِي|أسْلال جَلِي||||n|
dishwashing liquid|152||مُنَظِّف جَلِي|مُنَظِّفات جَلِي||||n|
dishwashing soap|152||مُنَظِّف جَلِي|مُنَظِّفات جَلِي||||n|
dozen|152||دَزِّينة|دَزِّينات||||n|
fork|152||شُوكة|شُوَك||||n|
frying pan|152||مِقْلاية|مَقالِي||||n|
frying pan|152||مِقْلاة|||||n|
frying pan|152||قَلّاية|قَلّايات||||n|
gallon|152||جَلَن|أجْلان||||n|
gas oven|152||فُرُن غاز|أفْران غاز||||n|
glass|152||كاسة|كاسات||||n|
cup|||كاسة|كاسات||||n|
grill (for making Saj bread)|152||صاج|صاجات||||n|
jar|153||مَرْطَبان|مَرْطَبانات||||n|
juicer|153||عَصّارة|عَصّارات||||n|
kettle for Arabic coffee|153||غَلّاية|غَلّايات||||n|
kettle for Arabic coffee|153||بَكْرَج|بَكارَج||||n|
knife|153||سِكِّين|سَكاكِين||||n|
knife|153||سِكِّينة|||||n|
ladle|153||مَغْرَفة|مَغارِف||||n|
large plastic bowl|153||جاط|جاطات||||n|
large round metal tray|153||سِدِر|إسْدُور||||n|
quarter kilo|153||وَقِيّة|أوْقِيّات||||n|
fourth of a kilo|||وَقِيّة|أوْقِيّات||||n|
peeler|153||قَشّارة|قَشّارات||||n|
plastic bag|153||كِيس|أكْياس||||n|
plate|153||صَحِن|صْحُون||||n|
dish|||صَحِن|صْحُون||||n|
pot|153||طَنْجَرة|طَناجِر||||n|
rolling pin|153||شُوبَك|شَوابِك||||n|
rolling pin|153||مَرَقّة|مَرَقّات||||n|
salt shaker|153||مَمْلَحة|مَمالِح||||n|
sponge (for dishwashing)|153||إسْفِنْجة جَلِي|إسْفِنْجات جَلِي||||n|
spoon|153||مَعْلَقة|مَعالِق||||n|
spoon|153||مَلْعَقة|مَلاعِق||||n|
steel wool|153||سِلْكة جَلِي|سِلْكات جَلِي||||n|
dish pad|153||سِلْكة جَلِي|سِلْكات جَلِي||||n|
skewer|153||سِيخ|سْياخ||||n|
strainer|153||مِصْفاية|مَصافِي||||n|
strainer|153||مِصْفاة|||||n|
teapot|153||إبْرِيق|أبارِيق||||n|
thermos|153||تِيرْمُوس|تِيرْمُوسات||||n|
towel|153||فُوطة|فُوَط||||n|
tray|153||صِينِيّة|صَوانِي||||n|
tupperware|153||تَبَرْوِير|تَبَرْوِيرات||||n|
water cooler|153||كُولَر|كُولَرات||||n|
whistling kettle|153||صَفّار|صَفّارات||||n|
food|154||أكِل|أكْلات||||n|
ajeh (traditional food with flour and eggs)|155||عِجّة|||||n|
almonds|155||لُوز|||||n|
animal shortening|155||سَمْنة|||||n|
anise|155||يانْسُون|||||n|
apple|155||تُفّاح|||||n|
apricot|155||مِشْمِش|||||n|
artichoke|155||أرْضْ شُوكِي|||||n|
asparagus|155||هَلْيُون|||||n|
avacado|155||أفُوكادُو|||||n|
baba ghanooj (dip made from eggplant)|155||بابا غَنُّوج|||||n|
baklava (dessert dish)|155||بَقْلاوة|||||n|
baking powder|155||بِيكِنْج باوْدَر|||||n|
baking soda|155||كَرْبُونة|||||n|
banana|155||مُوز|||||n|
barley|155||شَعِير|||||n|
basil|155||رِيحان|||||n|
bay leaves|155||وَرَق غار|||||n|
beef|155||لَحِم بَقَر|||||n|
beets|155||شَمَنْدَر|||||n|
beetroot|156||شَمَنْدَر|||||n|
black pepper|155||فِلْفِل أسْوَد|||||n|
bouillon|155||ماجِي|||||n|
stock|155||ماجِي|||||n|
bread|155||خُبِز|||||n|
breakfast|155||فْطُور|||||n|
broad beans|155||فُول|||||n|
butter|155||زِبْدة|||||n|
cabbage|155||مَلْفُوف|||||n|
cactus pear|156||صَبِر|||||n|
pastry filled with stuff|||مُعَجِّنة|مُعَجِّنات||||n|
calzone|156||مُعَجِّنة|مُعَجِّنات||||n|
cantaloupe|156||شِمّام|||||n|
cadamom|156||هال|||||n|
carnation|156||قُرُنْفُل|||||n|
cloves|||قُرُنْفُل|||||n|
carrot|156||جَزَر|||||n|
cashew|156||كاشُو|||||n|
cauliflower|156||زَهْرة|||||n|
cauliflower|156||قَرْنابِيط|||||n|
celery|156||كْرَفْس|||||n|
chamomile|156||بابُونِج|||||n|
cheese|156||جِبْنة|أجْبان||||n|
chicken|156||جاجة|جاج||||n|
chickpeas|156||حُمُّص|||||n|
garbanzo beans|156||حُمُّص|||||n|
chili|156||فِلْفِل|||||n|
cinnamon|156||قِرْفة|||||n|
citric acid|156||مِلِح لِيمُون|||||n|
cocoa|156||كاكاوْ|||||n|
coconut|156||جُوز الهِنْد|||||n|
coffee without sugar|156||قَهْوة بِدُون سُكَّر|||||n|
coffee without sugar|156||قَهْوة سادة|||||n|
coffee (black or plain)|156||قَهْوة بِدُون سُكَّر|||||n|
coffee (black or plain)|156||قَهْوة سادة|||||n|
coffee (less than medium sugar)|156||قَهْوة تَحْت الوَسَط|||||n|
coffee (medium sugar)|156||قَهْوة وَسَط|||||n|
coffee foam|156||وِجِه قَهْوة|||||n|
condensed milk|156||حَلِيب مَكَثَّف|||||n|
cooked food|156||طَبِيخ|طَبايِخ||||n|
coriander|156||كُزْبَرة|||||n|
corn|157||ذُراية|ذُرة||||n|
crackers|157||بَسْكُوتة|بَسْكُوت||||n|
biscuits|157||بَسْكُوتة|بَسْكُوت||||n|
cookies|157||بَسْكُوتة|بَسْكُوت||||n|
cream|157||كْرِيما|||||n|
icing|157||كْرِيما|||||n|
cucumber|157||خْيار|||||n|
cumin|157||كَمُّون|||||n|
kumquat|157||أسْكَدِنْيا|||||n|
curry|157||كارِي|||||n|
custard|157||قِشْطة|||||n|
dates|157||تَمِر|||||n|
dill|157||الشَّبَت|||||n|
dinner|157||عَشَى|||||n|
dried dates|157||بَلَح|||||n|
drink|157||شَراب|||||n|
egg|157||بَيضة|بَيض||||n|
eggplant|157||بِتِنْجان|||||n|
falafel (best at Hashim's)|157||فَلافِل|||||n|
fatoosh|157||فَتُّوش|||||n|
fennel|157||شُومَر|||||n|
fenugreek|157||حِلْبة|||||n|
fig|157||تِين|||||n|
fish|157||سَمَكة|سَمَك||||n|
flavor|157||نَكْهة|نَكْهات||||n|
flour|157||طَحِين|||||n|
fresh|157||طازة|||||n|
frozen food|157||مْجَمَّد|مْجَمَّدات||||n|
garlic|158||تُوم|||||n|
ginger|158||زَنْجَبِيل|||||n|
gizzards|158||قَوانِص|||||n|
green pepper|158||فْلِيفْلة خَضْرة|||||n|
bell pepper|159||فْلِيفْلة خَضْرة|||||n|
ground beef|158||لَحْمة مَفْرُومة|||||n|
guava|158||جَوَّافة|||||n|
gum|158||عِلْكة|||||n|
hard yogurt (for mansaf)|158||جَمِيد|||||n|
hazelnut|158||بُنْدُق|||||n|
honey|158||عَسَل|||||n|
hot pepper|158||فِلْفِل حار|||||n|
ice cream|158||بُوزة|||||n|
ingredient|158||مِقْدار|مَقادِير||||n|
jam|158||مَرَبّى|||||n|
jam|158||تَطْلِي|||||n|
jasmine|158||ياسْمِين|||||n|
jelly|158||جِيلُو|||||n|
jelly|158||جِلِي|||||n|
jam|158||جِيلُو|||||n|
jam|158||جِلِي|||||n|
juice|158||عَصِير|عَصايِر|عَصائِر|||n|
kanafa (traditional sweet)|158||كْنافة|||||n|
katayif (Ramadan sweet)|158||قَطايِف|||||n|
kiwi|158||كِيوِي|||||n|
kubbeh (seasoned ground lamb patty) |158||كُبّة|||||n|
lamb|158||لَحِم خَرُوف|||||n|
lemonade|158||لِيمُوناضة|||||n|
lentil|158||عَدَس|||||n|
lettuce|158||خَس|||||n|
licorice|159||عِرْق السُّوس|||||n|
liver|159||كِبْدة|||||n|
loaf (of bread)|159||رَغِيف|رُغْفة||||n|
lobster|159||جَراد البَحْر|||||n|
lollipop|159||مَصّاصة|مَصّاصات||||n|
sucker|||مَصّاصة|مَصّاصات||||n|
lunch|159||غَدا|||||n|
lupine (yellow beans sold on the street)|159||تُرْمُس|||||n|
magloubeh (tradition dish)|159||مَقْلُوبة|||||n|
mandarin orange|159||مَنْدَلِينا|||||n|
mango|159||مانْجا|||||n|
mansaf (Jordanian national dish)|159||مَنْسَف|مَناسِف||||n|
mayonnaise|159||مايُونِيز|||||n|
meal|159||وَجْبة|وَجْبات||||n|
mfarrakeh (egg and potato dish)|159||مْفَرَّكة|||||n|
milk|159||حَلِيب|||||n|
mint|159||نَعْنَع|||||n|
molasses|159||دِبْس|||||n|
mulberry|159||تُوت|||||n|
mushroom|159||فِطِر|||||n|
mustard|159||خَرْدَل|||||n|
nutmeg|159||جُوزة الطِّيب|||||n|
nuts|159||مْكَسَّرات|||||n|
oatmeal|159||شُوفان|||||n|
oil|159||زَيت|زُيُوت||||n|
okra|159||بامْية|||||n|
olive|159||زَيتُون|||||n|
onion|160||بَصَل|||||n|
orange|160||بُرْتُقان|||||n|
orange blossom water|160||ماء الزَّهِر|||||n|
oysters|160||مَحار|||||n|
parsley|160||بَقْدُونِس|||||n|
parsnip|160||جَزَر أبْيَض|||||n|
peach|160||دُرّاق|||||n|
peanut|160||فُسْتُق|||||n|
peanut butter|160||زِبْدة الفُسْتُق|||||n|
pear|160||إنْجاص|||||n|
peas|160||بازِيلا|||||n|
pickles|160||مْخَلِّل|||||n|
pine nut|160||صَنُوبَر|||||n|
pistachio|160||فُسْتُق حَلَبِي|||||n|
plum|160||خُوخ|||||n|
pomegranate|160||رُمّان|||||n|
pomelo|160||بُومَلِي|||||n|
popcorn|160||بُشار|||||n|
pork|160||خَنْزِير|||||n|
potato|160||بَطاطا|||||n|
pumpkin|160||قَرِع|||||n|
pumpkin|160||يَقْطِين|||||n|
radish|160||فِجِل|||||n|
rasin|160||زَبِيب|||||n|
recipe|160||طَرِيفة|طُرُق||||n|
recipe|160||وَصْفة|وَصْفات||||n|
red hot chili sauce|160||شَطّة|||||n|
rice|160||رُز|||||n|
rosewater|160||ماء وَرِد|||||n|
saffron|160||زَعْفَران|||||n|
saffron|160||عُصْفُر|||||n|
sage|161||مِيَرْمِيّة|||||n|
sahlab (milk-based dessert)|161||سَحْلَب|||||n|
salad|161||سَلَطة|سَلَطات||||n|
salmon|161||سَلَمُون|||||n|
salt|161||مِلِح|||||n|
sandwich|161||سَنْدْوِيش|سَنْدَوِيشات||||n|
