Vocab Word|Page|Type of Plural|Arabic|Plural|Alt. Plural|Fem. Sing.|Fem. Plural|Part of Speech|Verb Type
customs|199||جُمْرُكِي|||جُمْرُكِيّة||adj|
public|199||عامّة|عَوامّ||||n|
general|||عامّ|||||adj|
common|||عامّ|||||adj|
public|||عامّ|||||adj|
universal|||عامّ|||||adj|
condition|||حال|أحْوال||||n|
state|||حال|أحْوال||||n|
circumstance|||حال|أحْوال||||n|
status|199||حال|أحْوال||||n|
civil|199||مَدَنِي|||مَدَنِيّة||adj|
passport|||جَواز|جَوازات||||n|
box|||صَنْدُوق|صَنادِيق||||n|
fund|||صَنْدُوق|صَنادِيق||||n|
operating|199||تَشْغِيل|||||n|
running (e.g. business)|||تَشْغِيل|||||n|
development|199||تَنْمِيّة|||||n|
development|||تَطْوِير|||||n|
institute|199||مَعْهَد|مَعاهِد||||n|
diplomatic|199||دَبْلُوماسِي|||دَبْلُوماسِيّة||adj|
diplomacy|||دَبْلُوماسِيّة|||||n|
directorate|199||مُدِيرِيّة|مُدِيرِيّات||||n|
correspondence|||مُخابَرة|مُخابَرات||||n|
communication|||مُخابَرة|مُخابَرات||||n|
information (classified)|||مُخابَرة|مُخابَرات||||n|
intelligence|199|||مُخابَرات||||n|
intelligence agency|||المُخابَرات|||||n|
security|199||أمِن|||||n|
labor|199||عَمالة|||||n|
expatriate|||وافِد|||وافِدة||adj|
arriving|199||وافِد|||وافِدة||adj|
expatriate|||وافِد|وُفُود|أوْفاد|وافِدة|وافِدات|n|
newcomer|||وافِد|وُفُود|أوْفاد|وافِدة|وافِدات|n|
arrival|||وَفْد|وُفُود|أوْفاد|||n|
coming|||وَفْد|وُفُود|أوْفاد|||n|
delegation|||وَفْد|وُفُود|أوْفاد|||n|
foundation|199||مُؤَسَّسة|مُؤَسَّسات||||n|
organization|||مُؤَسَّسة|مُؤَسَّسات||||n|
broadcasting|199||إذاعة|||||n|
television|199||تِلْفِزْيُون|||||n|
council|199||مَجْلَس|مَجالِس||||n|
nation|199||أُمّة|أُمَم||||n|
deputy|199||نائِب|نُواب||||n|
notables|199|||أعْيان||||n|
center|199||مَرْكِز|مَراكِز||||n|
media|199||إعْلام|||||n|
ministry|199||وِزارة|وِزارات||||n|
agriculture|199||زَراعة|||||n|
Islamic|199||إسْملامِي|||إسْلامِيّة||adj|
affair|199||شَأْن|شُؤُون||||n|
matter|||شَأْن|شُؤُون||||n|
endowment (part of a religious/financial system)|199||وَقْف|أوْقاف||||n|
commerce|199||تَجَارة|||||n|
trade|||تَجَارة|||||n|
business|||تَجَارة|||||n|
transportation|199||مُواصَلات|||||n|
communication|199||إتِّصال|إتِّصالات||||n|
transportation|199||نَقْل|||||n|
culture|199||ثَقافة|ثَقافات||||n|
defense|199||دَفاع|||||n|
economics|199||إقْتِصاد|||||n|
education|199||تَعْلِيم|||||n|
environment|199||بِيئة|||||n|
finance|||تَمْوِيل|||||n|
financial|199||مالِي|||مالِيّة||adj|
foreign|199||خارِجِي|||خارِجِيّة||adj|
external|||خارِجِي|||خارِجِيّة||adj|
outdoor|||خارِجِي|||خارِجِيّة||adj|
health|199||صِحّة|||||n|
housing|200||إسْكان|||||n|
industry|200||صِناعة|||||n|
manufacturing|||صِناعة|||||n|
interior|200||داخِلِي|||داخِلِيّة||adj|
internal|||داخِلِي|||داخِلِيّة||adj|
indoor|||داخِلِي|||داخِلِيّة||adj|
irrigation|200||رَيّ|||||n|
justice|200||عَدِل|||||n|
sport|200||رِياضة|||||n|
supplying|200||تَمْوِين|||||n|
catering|||تَمْوِين|||||n|
tourism|200||سِياحة|||||n|
work|200||عَمَل|أعْمال||||n|
labor|||عَمَل|أعْمال||||n|
worker|200||عامِل|عُمّال|عامِلِين|||n|
laborer|||عامِل|عُمّال|عامِلِين|||n|
post|200||بَرِيد|||||n|
mail|||بَرِيد|||||n|
saving|200||تَوْفِير|||||n|
providing|||تَوْفِير|||||n|
presidency|200||رِئاسة|رِئاسات||||n|
minister|||وَزِير|وُزَراء||||n|
cultural|200||ثَقافِي|||ثَقافِيّة||adj|
royal|200||مَلَكِي|||مَلَكِيّة||adj|
charity|200||زَكاة|زَكَوات||||n|
almsgiving|||زَكاة|زَكَوات||||n|
farm|201||مَزْرَعة|مَزارِع||||n|
agricultural|202||زِراعِي|||زِراعِيّة||adj|
barn|202||حَظِيرة|حَظائِر||||n|
beehive|202||خَلِيّة نَحِل|خَلايا نَحِل||||n|
branch (tree)|202||غُصُن|أغْصان||||n|
bud (flower)|202||بُرْعُم|بَراعِم||||n|
coop|202||خُمّ|أخْمام||||n|
coop (chicken)|202||خُمّ جاج|أخْمام جاج||||n|
chicken coop|202||خُمّ جاج|أخْمام جاج||||n|
corral|202||زَرِيبة|زَرايِب||||n|
countryside|202||رِيف|أرْياف||||n|
feather|202||رِيشة|رِيش||||n|
feed closet|202||مَخْزَن حُبُوب|مَخازِن حُبُوب||||n|
fence|202||سِياج|أسْيِجة||||n|
fertilizer|202||سَماد|أسْمِدة||||n|
field|202||حَقْل|حُقُول||||n|
green feed|202||بَرْسِيم|||||n|
hay|202||قَشّة|قَشّ||||n|
straw|||قَشّة|قَشّ||||n|
irrigate|202||رَيّ|||||v|
nest|202||عُشّ|أعْشاش||||n|
orchard|202||بُسْتان|بَساتِين||||n|
plow|202||مِحْراث|مَحارِيث||||n|
rake|202||مِشْط أرْض|||||n|
reaper|202||حَصّادة|حَصادات||||n|
ripe|202||ناضِج|||ناضِجة||adj|
ripe|202||مِسْتَوِي|||مِسْتَوِيّة||adj|
root|202||جَذِر|جُذُور||||n|
scarecrow|202||فَزّاعة|فَزّاعات||||n|
seed|202||بِذْرة|بُذُور||||n|
sickle|202||مِنْجَل|مَناجِل||||n|
stick|202||عُود|عِيدان||||n|
milk|202||حِلِب|||||v|
tractor|202||جَرّار|جَرّارات||||n|
tractor|202||تْراكْتُور|تْراكْتُورات||||n|
trunk|202||جِذِع|||||n|
vineyard|202||كَرِم|كْرُوم||||n|
wheat|202||قَمِح|||||n|
occupation|203||وَظِيفة|وَظائِف||||n|
job|||وَظِيفة|وَظائِف||||n|
accountant|204||مُحاسِب|مُحاسِبِين||||n|
acoustic engineer|204||مُهَنْدِس صُوت|مُهَنْدِسِين صُوت||||n|
actor|204||مُمَثِّل|مُمَثِّلِين||||n|
ambassador|204||سَفِير|سُفَرا||||n|
anesthesiologist|204||دُكْتُور التَّخْدِير|دَكاتْرة التَّخْدِير||||n|
announcer|204||مُذِيع|مُذِيعِين||||n|
archaeologist|204||عالِم آثار|عُلَماء آثار||||n|
architect|204||مُهَنْدِس مِعْمارِي|مُهَنْدِسِين مِعْمارِيِّين||||n|
artist|204||فَنّان|فَنّانِين||||n|
astronaut|204||رائِد فَضاء|رُوّاد فَضاء||||n|
athlete|204||رِياضِي|رِياضِيِّين||||n|
audiologist|204||دُكْتُور ذِنِين|دَكاتْرة ذِنِين||||n|
author|204||مُؤَلِّف|مُؤَلِّفِين||||n|
baker|204||خَبّاز|خَبّازِين||||n|
barber|204||حَلّاق|حَلّاقِين||||n|
bedouin|204||بَدَوِي|بَدُو||||n|
nomad|204||بَدَوِي|بَدُو||||n|
beggar|204||شَحّاد|شَحّادِين||||n|
blacksmith|204||حَدّاد|حَدّادِين||||n|
bodyguard|204||بِدِي جارْد|بِدِيجارْدِيّة||||n|
bricklayer|204||بَنّاء|بَنّائِين||||n|
mason|204||بَنّاء|بَنّائِين||||n|
broker|204||سِمْسار|سَماسِرة||||n|
real estate agent|204||سِمْسار|سَماسِرة||||n|
businessman|204||رَجُل أعْمال|رِجال أعْمال||||n|
butcher|204||لَحّام|لَحّامِين||||n|
caliph|204||خَلِيفة|خُلَفا||||n|
cardiologist|204||دُكْتُور قَلْب|دَكاتْرة قَلْب||||n|
carpenter|205||نَجّار|نَجّارِين||||n|
chauffeur|205||سايِق خُصُوصِي|سَايِقِين خُصُوصِيِّين||||n|
driver|205||سايِق|سايِقِين||||n|
driver|||سَوّاق|سَوّاقِين||||n|
driver|||شُوفَيْر|شُوفَيْرِيّة||||n|
chauffeur|||شُوفَيْر|شُوفَيْرِيّة||||n|
clergyman|205||كاهِن|كَهَنة||||n|
climber|205||مُتَسَلِّق|مُتَسَلِّقِين||||n|
clown|205||مُهَرِّج|مُهَرِّجِين||||n|
colleague|205||زَمِيل|زُمَلاء||||n|
candy maker|205||حَلَوانِي|حَلَوانِيِّين||||n|
confectioner|205||حَلَوانِي|حَلَوانِيِّين||||n|
critic|205||ناقِد|نُقّاد||||n|
dancer|205||رَقّاص|رَقّاصِين||||n|
decorator|205||مُزَيِّن|مُزَيِّنِين||||n|
dentist|205||دُكْتُور أسْنان|دَكاتْرة أسْنان||||n|
dermatologist|205||دُكْتُور أمْراض جِلْدِيّة|دَكاتْرة أمْراض جِلْدِيّة||||n|
dietitian|205||دُكْتُور تَغْذِيّة|دَكاتْرة تَغْذِيّة||||n|
director (film)|205||مُخْرِج|مُخْرِجِين||||n|
diver|205||غَطّاس|غَطّاسِين||||n|
doctor (ear, nose, and throat)|205||دُكْتُور أنْف وَأُذُن وَحُنْجَرة|دَكاتْرة أنْف وَأُذُن وَحُنْجَرة||||n|
doctor|205||دُكْتُور|دَكاتْرة||||n|
doctor|205||طَبِيب|أطِبّاء||||n|
editor|205||مُحَرِّر|مُحَرِّرِين||||n|
electrician|205||كَهْرَبْجِي|كَهْرَبْجِيِّين||||n|
employee|205||مُوَظَّف|مُوَظَّفِين||||n|
engineer|205||مُهَنْدِس|مُهَنْدِسِين||||n|
expert|205||خَبِير|خُبَرا||||n|
professional|||خَبِير|خُبَرا||||n|
farmer|205||مُزارِع|مُزارِعِين||||n|
fashion designer|205||مُصَمِّم أزْياء|مُصَمِّمِين أزْياء||||n|
fisherman|205||صَيّاد سَمَك|صَيّادِين سَمَك||||n|
hunter|||صَيّاد|صَيّادِين||||n|
goldsmith|206||صائِغ|صائِغِين||||n|
governor|206||حاكِم|حُكّام||||n|
grocer|206||خُضَرْجِي|خُضَرْجِيّة||||n|
guard|206||حارِس|حُرّاس||||n|
gynecologist|206||دُكْتُور أمْراض نِسائِيّة|دَكاتْرة أمْراض نِسائِيّة||||n|
historian|206||مُؤَرِّخ|مُؤَرِّخِين||||n|
chronicler|206||مُؤَرِّخ|مُؤَرِّخِين||||n|
host|206||مُضِيف|مُضِيفِين||مُضِيفة|مُضِيفات|n|
painter|206||دَهّان|دَهّانِين||||n|
painter|206||طَرِّيش|طَرِّيشِين||||n|
imam|206||إمام|أَئِمّة||||n|
doctor (internal)|206||دُكْتُور باطِنِي|دَكاتْرة باطِنِي||||n|
inventor|206||مُخْتَرِع|مُخْتَرِعِين||||n|
journalist|206||صَحَفِي|صَحَفِيِّين||||n|
judge|206||قاضِي|قُضاة||||n|
knight|206||فارِس|فُرْسان||||n|
lab technician|206||أخِصّائِي مُخْتَبِر|أخِصّائِيِّين مُخْتَبِر||||n|
lawyer|206||مُحامِي|مُحامِيِّين||||n|
librarian|206||أمِين مَكْتَبة|||||n|
linguist|206||لُغَوِي|لُغَوِيِّين||||n|
lumberjack|206||حَطّاب|حَطّابِين||||n|
mechanic|206||مِيكانِيكِي|مِيكانِيكِيِّين||||n|
medical examiner|206||طَبِيب شَرْعِي|أطِبّاء شَرْعِي||||n|
merchant|206||تاجِر|تُجّار||||n|
military leader|206||قائِد|قُوّاد|قادة|||n|
miller|206||طَحّان|طَحّانِين||||n|
miner|207||عامِل مَنْجَم|عُمّال مَنْجَم||||n|
mine|||مَنْجَم|مَناجِم||||n|
musician|207||مُوسِيقِي|مُوسِيقِيِّين||||n|
muslim preacher|207||خَطِيب|خُطَباء||||n|
neurosurgeon|207||جَرّاح أعْصاب|جَرّاحِين أعْصاب||||n|
nurse|207||مُمَرِّض|مُمَرِّضِين||مُمَرِّضة|مُمَرِّضات|n|
obstetrician|207||دُكْتُور وِلادة|دَكاتْرة وِلادة||||n|
optometrist|207||دُكْتُور عُيُون|دَكاتْرة عُيُون||||n|
pediatrician|207||دُكْتُور أطْفال|دَكاتْرة أطْفال||||n|
pharmacist|207||صَيْدَلانِي|صَيْدَلانِيِّين|صَيادِلة|||n|
philosopher|207||فَيْلَسُوف|فَلاسِفة||||n|
photographer|207||مُصَوِّر|مُصَوِّرِين||||n|
cameraman|207||مُصَوِّر|مُصَوِّرِين||||n|
videographer|||مُصَوِّر|مُصَوِّرِين||||n|
pilot|207||طَيّار|طَيّارِين||||n|
pirate|207||قُرْصان|قَراصِنة||||n|
plumber|207||مُوسَرْجِي|مُوسَرْجِيِّين||||n|
poet|207||شاعِر|شُعَرا||||n|
porter|207||عَتّال|عَتّالِين||||n|
postman|207||ساعِي بَرِيد|ساعِيِّين بَرِيد||||n|
postal worker|207||ساعِي بَرِيد|ساعِيِّين بَرِيد||||n|
mailman|||ساعِي بَرِيد|ساعِيِّين بَرِيد||||n|
courier|||ساعِي|ساعِيِّين|سُعاة|||n|
pottery maker|207||صانِع فُجّار|صانِعِين فُجّار||||n|
maker|||صانِع|صانِعِين||||n|
manufacturer|||صانِع|صانِعِين||||n|
preacher|207||واعِظ|واعِظِين||||n|
prisoner|207||سَجِين|سُجَنا|مَساجِين|||n|
inmate|||سَجِين|سُجَنا|مَساجِين|||n|
producer|207||مُنْتِج|مُنْتِجِين||||n|
psychiatrist|207||دُكْتُور نَفْسِي|دَكاتْرة نَفْسِي||||n|
radiologist|207||دُكْتُور الطّاقة الإشْعاعِيّة|دَكاتْرة الطّاقة الإشْعاعِيّة||||n|
reporter|207||مُراسِل صَحَفِي|مُراسِلِين صَحَفِيِّين||||n|
correspondent|||مُراسِل|مُراسِلِين||||n|
salesclerk|207||بَيّاعة|بَيّاعات||||n|
vendor|||بايِع|بايِعِين||||n|
seller|||بايِع|بايِعِين||||n|
salesman|208||بَيّاع|بَيّاعِين||||n|
dealer|||بَيّاع|بَيّاعِين||||n|
scientist|208||عالِم|عُلَماء||||n|
shoemaker|208||كُنْدَرْجِي|كُنْدَرْجِيّة||||n|
shoemaker|208||مْصَلِّح أحْذِيّة|مْصَلِّحِين أحْذِيّة||||n|
shoe repairman|||مْصَلِّح أحْذِيّة|مْصَلِّحِين أحْذِيّة||||n|
sign-maker|208||خَطّاط|خَطّاطِين||||n|
singer|208||مُغَنِّي|مُغَنِّيِّين||||n|
soldier|208||جُنْدِي|جُنُود||||n|
specialist|208||مُخْتَص|مُخْتَصِّين||||n|
vendor (street)|208||بايِع مُتَجَوِّل|بايِعِين مُتَجَوِّل||||n|
traveling|||مُتَجَوِّل|||||adj|
wandering|||مُتَجَوِّل|||||adj|
roving|||مُتَجَوِّل|||||adj|
student|208||طالِب|طُلّاب||||n|
surgeon|208||جَرّاح|جَرّاحِين||||n|
tailor|208||خَيّاط|خَيّاطِين||||n|
tanner|208||دَبّاغ|دَبّاغِين||||n|
taxi driver|208||شُفِير تَكْسِي|شُفَرِيّة تَكْسِي||||n|
cab driver|208||شُفِير تَكْسِي|شُفَرِيّة تَكْسِي||||n|
chauffeur|||شُفِير|شُفَرِيّة||||n|
driver|||شُفِير|شُفَرِيّة||||n|
tire repairman|208||بَنْشَرْجِي|بَنْشَرْجِيّة||||n|
tour guide|208||دَلِيل سِياحِي|أدِلّاء سِياحِيِّين||||n|
guide|||دَلِيل|أدِلّاء||||n|
manual|||دَلِيل|أدِلّاء||||n|
tourist|208||سائِح|سُوّاح|سُيّاح|||n|
tourist|208||سايِح|سُوّاح|سُيّاح|||n|
translator|208||مُتَرْجِم|مُتَرْجِمِين||||n|
interpreter|208||مُتَرْجِم|مُتَرْجِمِين||||n|
tribal leader|208||زَعِيم|زُعَما||||n|
veterinarian|208||بَيْطَرِي|بَيْطَرِيِّين||||n|
volunteer|208||مُتَطَوِّع|مُتَطَوِّعِين||||n|
waiter|208||وَيْتَر|وَيْتَرِيّة||||n|
waiter|208||نادِل|نادِلِين||||n|
waiter|208||جَرْسُون|||||n|
waiter|||غَرْسَوْن|||||n|
server|||وَيْتَر|وَيْتَرِيّة||||n|
